"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO Turbiedad","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Temp. ambiente","Acidez total","Dureza de calcio","Sólidos totales","Nitrógeno total","Materia flotante","fecha","año","mes","est"
23.2,7.25,0.66,1135,9.5,394.01,76.76,222.07,1.3,0.1,0.022,1.95,2.5,114.92,0.19,3.66,36.02,8.37,1.33,7,777,0.1,8.8,847,150,161,5e-04,0.05,0.05,0.242,0.156,1160,0.1,0.0025,137.4,230,11000,4600,30.6,,,777,2.5,1,2015-05-18,"2015","5","RS-02"
26.3,7.2,0.24,1249,24,420.44,92.63,178.44,1.36,0.15,0.022,0.85,2.07,127,0.19,7.14,45.76,8.37,1.2,8,888,0.1,11.5,0.1529,111,160,5e-04,0.05,0.05,0.306,0.193,0.00116,0.1,0.0025,164.6,340,2400,2400,30.7,,,896,2.22,1,2015-05-18,"2015","5","RS-03"
28.5,7.48,1.38,1424,8.9,430.53,113.2,213.11,1.42,0.1,0.022,5.31,7.45,137.8,0.19,15.18,55.98,8.37,4.15,20,984,0.1,1.4,0.4048,7700,8300,5e-04,0.05,0.05,0.379,0.195,1130,0.1,0.0025,173.8,440,1100000,1100000,31,,,1004,7.45,1,2015-05-18,"2015","5","RS-04"
27.5,7.62,1.39,1408,5,426.68,105.12,194.8,1.39,2.23,0.243,3.48,5.61,144.56,0.55,8.62,46.73,8.37,3.7,10,934,0.1,1.5,0.1925,7700,7700,5e-04,0.05,0.05,0.203,0.162,1000,0.1,0.0025,167.8,0.02,,240000,38,,,944,7.84,1,2015-05-18,"2015","5","RS-05"
27.3,8.25,6.35,1403,3.4,402.66,105.65,199.86,1.48,7.64,0.562,0.91,2.62,134.85,0.53,8.62,57.93,8.37,3.88,7,987,0.1,7.7,0.1705,7000,8800,5e-04,0.05,0.05,0.192,0.139,1100,0.1,0.0025,169,0.02,,110000,39.4,,,987,10.26,1,2015-05-18,"2015","5","RS-06"
28.2,7.9,5.3,1609,14,417.55,137.09,151.75,1.36,4.79,0.857,20.26,22.83,161.85,0.5,16.56,69.61,8.37,2.42,33,997,0.1,2.4,1.2958,8000,6400,3390,0.05,0.05,0.794,0.152,1220,0.1,0.0025,185.7,350,,240000,34.6,,,1030,27.62,1,2015-05-18,"2015","5","RS-07"
26.9,8.01,5.83,1461,15,389.2,117.71,175.32,1.72,4.3,1.34,15.08,17.76,152.99,0.21,28.5,56.95,8.37,2.57,32,905,0.1,7.5,1.2309,124,8100,1810,0.05,0.05,0.954,0.169,1200,0.1,0.0025,173.3,490,43000,43000,30,,,937,22.06,0,2015-05-18,"2015","5","RS-08"
28.4,7.57,4.21,1189,7.9,320.42,86.17,182.14,1.44,1.13,0.55,6.29,7.57,123.37,0.19,34.26,35.05,8.37,2.08,17,746,0.1,1.9,0.1815,114,7900,5e-04,0.05,0.05,0.238,0.184,1280,0.1,0.0025,136.4,0.421,24000,24000,30.1,,,766,8.7,0,2015-05-18,"2015","5","RS-09"
30.1,8.68,7.22,816,4.2,225.83,59.19,121.94,1.27,3.26,0.3,0.5,1.22,87.32,0.19,4.58,28.23,8.37,1.31,7,555,0.1,2.5,0.2057,115,6300,5e-04,0.05,0.05,0.249,0.05,1240,0.1,0.0025,99.1,470,40,3,34.2,,,555,4.48,0,2015-05-18,"2015","5","RS-RS-010"
30,7.96,0.11,1541,90,619.84,98.15,242.72,1.36,0.27,0.022,22.64,26.55,84.2,7.16,28.3,197.08,8.37,4.25,16,980,0.1,11,0.1397,6400,119,5e-04,0.05,0.05,0.291,0.628,1370,0.198,0.0025,172.5,580,,2.4e+07,31.5,,,996,26.82,1,2015-05-18,"2015","5","AA-0RS-01"
29.7,7.62,1.89,1478,13,421.88,124.46,233.37,1.64,4.66,0.866,4.82,7.69,139.68,0.19,28.3,60.85,8.37,4.33,45,997,0.3,2.6,0.55,8000,7700,5e-04,0.05,0.05,0.417,0.16,1420,0.1,0.0025,182.3,470,460000,460000,31.2,,,1042,12.35,1,2015-05-18,"2015","5","AA-0RS-02"
26.8,7.84,1.23,1077,13,382,66.12,177.66,1.21,0.1,0.022,4.88,6.35,87.32,1.14,16.74,65.23,8.37,1.42,29,712,0.1,2,0.418,152,152,5e-04,0.05,0.05,0.348,0.13,0.00144,0.1,0.0025,129.1,0.11,460000,460000,30,,,741,6.35,1,2015-05-18,"2015","5","RZ-0RS-01"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-01,"2015","6","RS-01"
22.3,7.26,1.35,1136,28,404.1,78.88,193.83,1.598,0.18,0.022,1.59,6.02,110.86,0.22,8.1,40.86,8.37,1.49,7,781,0.1,9.2,726,4400,186,5e-04,0.05,0.05,0.111,0.13,1220,0.1,0.0025,138.1,0.02,46000,46000,21.3,,,788,6.2,0,2015-06-01,"2015","6","RS-02"
21.7,7.24,1.23,1296,120,461.57,103.73,225.58,1.949,0.14,0.022,1.04,2.89,140.02,0.41,17.22,53.47,8.37,1.36,7,949,0.1,17,627,3500,162,5e-04,0.05,0.05,0.125,0.173,1120,0.1,0.0025,172.2,0.02,4600,1500,21.6,,,949,3.03,1,2015-06-01,"2015","6","RS-03"
23.3,7.45,2.19,1164,7.2,394.49,81.66,210.38,2.217,0.14,0.022,6.96,8.97,117.08,1.15,11.44,58.51,8.37,4.37,11,772,0.1,8.1,0.2288,3000,104,5e-04,0.05,0.05,0.165,0.173,1240,0.1,0.0025,142,270,240000,240000,22.9,,,783,9.11,0,2015-06-01,"2015","6","RS-04"
26.1,7.67,2.43,1188,2.7,374.79,84.54,201.23,2.06,5.36,0.309,5.68,6.62,114.53,0.19,3.94,52.46,8.37,3.98,7,810,0.1,2.3,0.187,3000,5100,5e-04,0.05,0.05,0.213,0.141,77000,0.1,0.0025,124.2,0.197,46000,46000,30.8,,,817,11.98,,2015-06-02,"2015","6","RS-05"
27.5,8.28,6.79,1234,7.9,371.91,95.33,204.15,1.93,11.4,1.325,0.92,3.19,127.49,0.19,5.72,50.44,8.37,4.42,22,888,0.1,1.2,0.4521,3000,6500,5e-04,0.05,0.05,0.352,0.152,89000,0.1,0.0025,150.4,0.389,110000,110000,29.2,,,910,14.59,,2015-06-02,"2015","6","RS-06"
26.4,7.99,5.93,1321,14,368.54,114.48,194.41,1.64,3.97,1.397,13.12,15.35,139.48,0.46,14.63,53.47,8.37,3.19,37,873,0.2,1.4,0.5621,3100,6800,78000,0.05,0.05,0.388,0.103,1390,0.1,0.0025,161,640,240000,240000,28.6,,,910,19.32,,2015-06-02,"2015","6","RS-07"
23.8,8.03,5.7,1173,10,320.49,94.58,171.42,2.17,4.31,1.425,10.01,12.52,124.27,0.19,10.52,56.49,8.72,2.27,31,769,0.1,0.9,0.7744,3400,5100,89000,0.05,0.05,0.476,850,1230,0.1,0.0025,143.3,810,460000,460000,23.5,,,800,16.83,,2015-06-02,"2015","6","RS-08"
29,7.39,4.39,1226,12,374.79,88.36,178.44,0.55,0.55,0.022,12.39,14.27,113.4,0.19,19.95,70.11,8.37,2.73,84,825,0.1,2.1,3.7279,4400,105,1550,0.05,0.05,2.641,0.582,1010,0.1,0.0025,140,360,210000,210000,30.1,,,909,14.82,0,2015-06-01,"2015","6","RS-09"
31,8.44,5.62,958,4.3,279.17,71.52,143.57,1.696,5.63,0.545,0.55,1.56,106.74,0.19,10.6,42.37,8.37,1.6,11,676,0.1,0.5,0.1507,5000,6400,0.00056,0.05,0.05,0.246,0.05,98000,0.1,0.0025,120.8,0.02,150,70,34.2,,,687,7.19,0,2015-06-01,"2015","6","RS-RS-010"
23.4,7.71,1.12,1016,16,405.54,60.4,148.83,1.466,0.26,0.022,13.31,16.25,71.48,6.6,21.06,101.89,8.37,2.7,20,692,0.1,7,0.6556,3100,127,5e-04,0.05,0.05,0.388,0.242,1320,0.198,0.0025,116,570,2400000,1100000,21.9,,,712,16.51,1,2015-06-01,"2015","6","AA-0RS-01"
24.6,7.31,4.05,1317,13,437.25,95.62,217,1.795,7.31,0.658,5.43,7.58,138.79,0.26,23.4,59.52,8.37,4.47,18,935,0.1,5.7,0.3223,2900,8500,5e-04,0.05,0.05,0.217,0.173,1360,0.1,0.0025,165.6,580,240000,46000,21.7,,,953,14.89,0,2015-06-01,"2015","6","AA-0RS-02"
23.2,7.26,0.46,910,70,375.75,58.75,140.45,0.759,0.2,0.022,5.07,12.88,47.62,1.73,44.76,90.29,8.37,2,26,633,0.1,9.4,0.275,3500,141,5e-04,0.05,0.05,0.301,0.193,1310,0.1,0.0025,110.6,730,1100000,460000,22.1,,,659,13.08,1,2015-06-01,"2015","6","RZ-0RS-01"
21.6,6.94,1.11,255,200,96.63,10.23,109.6,0.27,6.75,0.185,0.72,2.05,20.99,0.19,6.47,25,8.37,1.06,112,328,0.1,1.88,15.3043,0.0025,5600,5e-04,0.05,0.05,9.723,0.142,5e-04,0.1,0.0025,10.1,340,75000,43000,25.5,,,440,8.98,1,2015-07-01,"2015","7","RS-01"
22.6,6.9,1.39,538,12,199.14,34.98,108.6,0.54,0.1,0.022,2.11,3.31,41,0.29,18.3,25,8.37,1.88,8,417,0.1,12.88,1.0846,0.0025,9200,5e-04,0.05,0.05,0.687,0.276,5e-04,0.1,0.0025,44.9,0.02,110000,110000,25.6,,,425,3.31,0,2015-07-01,"2015","7","RS-02"
24.1,7.03,0.85,621,6,215.82,82.98,105.2,0.64,0.1,0.022,2.05,2.95,48.1,0.31,17.7,25,8.37,1.91,9,469,0.1,14.38,0.5027,0.0025,9000,5e-04,0.05,0.05,0.427,0.459,5e-04,0.1,0.0025,57.7,0.02,24000,24000,29.8,,,478,2.95,0,2015-07-01,"2015","7","RS-03"
26,7.13,1.43,728,17.3,256.53,51.01,125.2,0.76,0.1,0.022,4.7,6.92,58.33,1.11,32.5,40.74,8.37,2.85,33,496,0.2,12.58,1.1528,0.0025,9900,5e-04,0.05,0.05,0.682,0.394,5e-04,0.1,0.0025,72.8,420,240000,240000,30.9,,,529,6.92,0,2015-07-01,"2015","7","RS-04"
23.6,7.66,5.05,710,7.7,343.78,44.88,148.8,0.66,0.1,0.139,5,6.02,51,0.51,6.24,25,8.37,2.89,13,478,0.1,3.88,0.7381,0.0025,8100,5e-04,0.05,0.05,0.488,0.333,5e-04,0.1,0.0025,65.4,0.02,240000,110000,21.8,,,491,6.16,0,2015-07-01,"2015","7","RS-05"
23.6,8.14,6.87,660,13,228.08,42.53,155,0.76,4.49,0.818,2.59,4.15,63.54,0.22,11.04,25,8.37,2.56,19,477,0.1,1.94,1.4014,0.0025,7700,5e-04,0.05,0.05,0.796,0.205,5e-04,0.1,0.0025,61.9,380,110000,110000,25.2,,,496,9.46,0,2015-07-01,"2015","7","RS-06"
24.3,8.12,7.3,754,200,118.7,19.05,117.2,0.77,5.7,0.022,2.59,3.03,119.19,0.19,7.04,33.78,8.37,1.66,267,302,0.3,2.1,16.8347,0.0025,8400,5e-04,0.05,0.05,7.239,0.284,5e-04,0.1,2900,28,650,460000,460000,27.8,,,569,8.73,0,2015-07-01,"2015","7","RS-07"
26.5,7.78,7.52,533,80,152.54,38.9,119,0.75,6.47,0.497,1.62,4.81,43.49,0.19,25.16,41.23,8.37,1.67,180,388,0.5,2.54,11.2869,0.0025,9300,1720,0.05,0.05,4.401,0.211,5e-04,0.1,0.0025,51.5,620,930000,930000,31.7,,,568,11.78,0,2015-07-01,"2015","7","RS-08"
26.8,7.82,7.78,386,100,127.04,75.01,100.2,0.74,4.11,0.194,1.38,3.15,30.66,0.19,8.05,25,8.37,0.77,69,382,0.1,5.86,10.45,3800,7900,74000,0.05,0.05,6.138,980,5e-04,0.1,0.0025,34,620,46000,24000,30.7,,,451,7.45,,2015-07-02,"2015","7","RS-09"
24.3,8.66,8.24,681,17,210.42,46.39,121.6,1.68,2.79,0.165,0.5,1.25,64.19,0.19,3.24,25,8.37,0.77,19,464,0.1,2.88,1.5708,4600,5600,5e-04,0.05,0.05,0.728,0.05,5e-04,0.1,3700,77.4,650,150,40,32.9,,,483,4.2,,2015-07-02,"2015","7","RS-RS-010"
26.2,7.31,1.64,548,55,202.09,32.34,107,0.78,0.1,0.022,4.76,7.04,40.84,0.44,16.92,35.27,8.37,2.45,53,401,0.1,2.6,6.5043,0.0025,7600,5e-04,0.05,0.05,2.99,0.423,5e-04,0.1,0.0025,45.4,0.05,2400000,2400000,31.9,,,454,7.04,0,2015-07-01,"2015","7","AA-0RS-01"
25.6,7.19,0.92,834,20.1,301.17,55.49,144.8,0.81,0.1,0.022,7.22,9.21,55.3,1.69,56,58.12,8.37,1.95,35,567,0.3,6.98,1.7391,0.0025,5500,5e-04,0.05,0.05,0.838,0.358,5e-04,0.1,0.0025,81.7,0.124,2400000,2400000,31.5,,,602,9.21,0,2015-07-01,"2015","7","AA-0RS-02"
21.8,7.03,1.46,257,220,102.02,9.71,88.6,0.38,2.73,0.19,0.78,2.59,20.1,0.19,6.11,25,8.37,1.09,140,297,0.1,2,16.8347,0.0025,6600,5e-04,0.05,0.05,11.024,0.156,5e-04,0.1,0.0025,10.1,630,150000,150000,25.2,,,437,5.51,1,2015-07-01,"2015","7","RZ-0RS-01"
23.5,7.14,2.05,312,7.6,127.37,13.1,91.74,0.36,3.55,0.618,0.65,1.48,18.02,0.19,3.54,25,8.37,0.51,13,228,0.1,1.56,0.4554,0.0025,0.005,5e-04,0.05,0.05,1.094,0.123,5e-04,0.1,0.0025,10,0.02,240000,240000,22.9,,,241,5.65,,2015-08-03,"2015","8","RS-01"
23.3,7.1,2.85,535,6.2,196.18,33.36,140.48,0.61,0.2,0.022,2.43,3.68,44.65,0.19,6.96,33.26,8.37,1.69,8,386,0.1,13.8,0.1408,3000,0.005,5e-04,0.05,0.05,0.404,0.207,5e-04,0.1,4700,40.1,0.02,110000,110000,27,,,394,3.88,,2015-08-03,"2015","8","RS-02"
24.6,7.04,1.49,679,3.9,203.98,48.8,140.28,0.63,0.12,0.022,1.78,2.67,109.79,0.19,4.92,28.37,8.37,1.59,7,487,0.1,12.32,0.01,2800,0.005,5e-04,0.05,0.05,0.231,0.173,5e-04,0.1,0.0025,65.3,0.02,9300,9300,30.1,,,494,2.79,,2015-08-03,"2015","8","RS-03"
24.4,7.33,1.6,722,13,258.15,42.32,155.27,0.81,0.1,0.022,5.1,7.18,54.48,0.88,12.42,25,8.37,1.92,28,485,0.1,7.56,1.6071,0.0025,0.005,5e-04,0.05,0.05,3.266,0.279,5e-04,0.1,0.0025,68.2,0.02,1.1e+07,4600000,33.4,,,513,7.28,,2015-08-03,"2015","8","RS-04"
23,7.71,4.69,766,12,267.91,48.98,143.83,0.78,0.71,0.52,10.51,13.36,48.57,0.53,12.42,63.6,8.37,2,35,493,0.1,3.04,1.507,0.0025,0.005,5e-04,0.05,0.05,1.399,0.263,5e-04,0.1,0.0025,69.4,0.02,460000,240000,17.4,,,528,14.59,,2015-08-03,"2015","8","RS-05"
23.5,7.08,6.89,604,40,160.06,34.4,142.65,0.67,6.48,0.785,3.38,4.75,71.6,0.23,21.37,39.62,8.37,1.89,87,412,0.2,0.1,3.7345,0.0025,0.005,5e-04,0.05,0.05,1.027,0.257,51000,0.1,0.0025,51.8,410,2400000,930000,20.4,,,499,12.01,,2015-08-03,"2015","8","RS-06"
25.8,7.94,7.19,344,50,117.12,16.03,93.32,0.82,3.79,0.249,1.36,3.26,32.47,0.19,10.48,40.11,8.37,1.02,88,287,0.1,1.44,9.0316,3000,0.005,5640,0.05,0.05,2.526,0.189,1270,0.1,0.0025,63.9,0.16,1500000,430000,23.7,,,375,7.3,,2015-08-03,"2015","8","RS-07"
27.1,7.51,3,669,150,187.39,46.82,134.95,0.77,2.96,0.694,4.93,10.51,32.78,0.21,67.32,154.38,10.21,2.69,343,447,3.5,1.18,5.3263,3100,0.005,5e-04,0.05,0.05,5.062,0.125,59000,0.1,0.0025,18.6,630,4600000,930000,25.8,,,790,14.16,,2015-08-03,"2015","8","RS-08"
26.1,7.53,5.09,261,70,105.9,14.32,83.26,0.5,2.22,0.112,0.5,1.66,28.13,0.19,5.67,25,8.37,0.65,30,246,0.1,1.72,4.73,3300,0.005,5e-04,0.05,0.05,3.588,840,5e-04,0.1,0.0025,14.8,0.282,4300,2300,34.2,,,276,3.99,,2015-08-04,"2015","8","RS-09"
28.9,8.66,6.52,344,28,115.66,18.19,85.23,0.7,2.71,0.022,0.5,2.43,33.17,0.19,6.27,25,8.37,0.64,26,287,0.1,4.28,2.651,3500,0.005,5e-04,0.05,0.05,1.591,0.05,5e-04,0.1,0.0025,31.1,0.355,110000,46000,29.5,,,313,5.14,,2015-08-04,"2015","8","RS-RS-010"
25.3,7.58,2.87,652,21,267.42,37.41,138.11,0.76,0.16,0.022,5.76,8.67,26.51,0.78,18.48,63.6,8.37,1.55,50,427,0.2,2.36,2.134,0.0025,0.005,5e-04,0.05,0.05,0.615,0.314,51000,0.1,0.0025,59,490,2400000,2400000,30,,,477,8.83,,2015-08-03,"2015","8","AA-0RS-01"
25.2,7.34,1.36,780,17,281.58,43.49,168.49,0.88,0.29,0.257,6.71,7.83,63.23,0.98,21.72,56.75,8.37,1.89,41,535,0.4,7.74,0.7051,2500,0.005,5e-04,0.05,0.05,1.003,0.291,52000,0.1,0.0025,71.1,350,2400000,2400000,28.2,,,576,8.38,,2015-08-03,"2015","8","AA-0RS-02"
23.5,7.26,1.51,288,17,125.42,12.11,97.27,0.27,3.54,0.378,0.89,1.9,12.51,0.19,4.5,25,8.37,0.47,30,214,0.1,1.26,1.419,0.0025,0.005,5e-04,0.05,0.05,1.857,0.137,5e-04,0.1,0.0025,10,0.02,460000,150000,23.2,,,244,5.82,,2015-08-03,"2015","8","RZ-0RS-01"
24.7,7.35,3.64,365,9.4,144.45,17.27,100.6,0.44,0.69,0.706,1.3,2.18,17.3,0.19,5.64,25,8.37,0.97,7,264,0.1,2.2,0.165,0.0025,0.005,5e-04,0.05,0.05,0.705,0.2,5e-04,0.1,0.0025,17.7,420,750000,430000,28.5,,,271,3.58,,2015-09-01,"2015","9","RS-01"
22.4,6.99,1.88,456,28,169.1,28.4,126,0.59,0.14,0.022,1.59,2.83,27.87,0.21,8.94,118.17,8.37,1.58,7,329,0.1,2.3,0.1782,0.0025,0.005,5e-04,0.05,0.05,0.337,0.17,5e-04,0.1,0.0025,29.6,0.02,24000,24000,30.5,,,329,2.97,,2015-09-01,"2015","9","RS-02"
22.7,7.1,2.28,596,6.2,190.3,41.52,137.8,0.69,0.11,0.022,1.42,1.89,57.89,0.19,4.69,117.58,8.37,1.59,7,422,0.1,4.3,451,0.0025,0.005,5e-04,0.05,0.05,0.258,890,5e-04,0.1,0.0025,57,0.02,46000,24000,29.7,,,422,2,,2015-09-01,"2015","9","RS-03"
24.5,7.37,1.73,855,6.3,291.86,53.4,191.4,0.85,0.11,0.022,6.44,7.62,75.84,0.97,10.99,154.97,8.37,1.86,7,640,0.1,5.32,0.01,0.0025,0.005,5e-04,0.05,0.05,0.195,0.22,5e-04,0.1,0.0025,87.7,0.02,930000,930000,30.2,,,640,7.73,,2015-09-01,"2015","9","RS-04"
24.2,7.56,1.38,895,3.9,291.36,54.33,180.6,0.85,0.6,0.514,6.14,7.5,78.9,0.23,10.95,44.49,8.37,2.39,7,549,0.1,2.86,0.01,0.0025,0.005,5e-04,0.05,0.05,0.218,0.294,5e-04,0.1,0.0025,92.6,0.03,46000,46000,24,,,549,8.61,,2015-09-01,"2015","9","RS-05"
23,7.96,5.15,844,8.2,258.82,52.56,156.4,0.83,6.63,0.792,3.13,4.02,69.82,0.45,19.92,33.87,8.37,2.52,9,555,0.1,2.8,541,0.0025,0.005,5e-04,0.05,0.05,0.314,0.146,5e-04,0.1,0.0025,83.6,0.02,93000,93000,25.1,,,564,11.44,,2015-09-01,"2015","9","RS-06"
23.9,8,7.12,374,100,116.35,18.82,112,0.76,2.8,0.303,1.65,2.95,29.87,0.19,15.33,59.15,8.37,1.12,112,329,0.3,2.36,8.096,0.0025,0.005,97000,0.05,0.05,4.556,0.168,60000,0.1,0.0025,27.6,0.101,930000,930000,25.9,,,441,6.05,,2015-09-01,"2015","9","RS-07"
25.5,7.84,6.17,438,70,137.55,23.41,120,0.86,3.78,0.432,0.65,2.13,37.3,0.19,12.96,25.28,8.37,1.37,87,328,0.3,2.2,6.336,0.0025,0.005,5e-04,0.05,0.05,3.424,0.144,69000,0.1,0.0025,36.8,0.03,4600000,4600000,31.8,,,415,6.34,,2015-09-01,"2015","9","RS-08"
27.9,7.42,4.23,414,18,139.03,20.36,102.4,0.81,3.23,0.377,0.77,1.36,30.71,0.19,7.86,51.57,8.37,0.9,7,331,0.1,1.9,1.969,0.0025,0.005,5e-04,0.05,0.05,0.854,620,5e-04,0.1,0.0025,30.9,0.02,430,230,36.4,,,331,4.97,,2015-09-02,"2015","9","RS-09"
30.3,8.6,8.85,353,3.9,115.36,17.6,86.4,0.73,1.89,0.127,0.5,1.3,25.49,0.19,4.63,41.96,8.37,0.64,7,265,0.1,2.16,0.2992,0.0025,0.005,5e-04,0.05,0.05,0.09,0.05,5e-04,0.1,0.0025,25.2,0.02,3,3,31,,,265,3.32,,2015-09-02,"2015","9","RS-RS-010"
26.6,7.73,1.33,685,40,272.63,38.43,144.2,0.76,0.13,0.022,5.91,9.1,40.84,1.1,24.6,158.76,8.37,2.03,30,581,0.1,2.8,1.914,0.0025,0.005,5e-04,0.05,0.05,1.089,0.324,57000,0.1,0.0025,559.4,350,1100000,460000,31.9,,,611,9.23,,2015-09-01,"2015","9","AA-0RS-01"
26.8,7.38,3.23,912,20,316.51,52.39,188.6,0.89,3.68,0.14,5.2,6.68,70.88,0.86,18.84,135.11,8.37,1.72,20,509,0.1,2.84,0.3014,0.0025,0.005,5e-04,0.05,0.05,0.331,0.226,60000,0.1,0.0025,97.8,0.02,1100000,460000,31.7,,,529,10.5,,2015-09-01,"2015","9","AA-0RS-02"
23.6,7.29,2.07,347,10,140.01,14.97,107.2,0.45,0.7,1.027,0.71,2.13,11.37,0.19,5.43,27.81,8.37,0.84,18,241,0.1,2.16,0.2783,0.0025,0.005,5e-04,0.05,0.05,0.755,0.196,5e-04,0.1,0.0025,15.2,0.02,930000,230000,24.1,,,259,3.86,,2015-09-01,"2015","9","RZ-0RS-01"
22.3,7.36,4.06,288,12,127.45,14.16,95.69,0.27,0.85,0.316,0.83,1.83,9.23,0.19,3.96,25,8.37,0.69,7,243,0.1,1.46,0.7678,0.0025,0.005,5e-04,0.05,0.05,1.073,0.157,73000,0.1,0.0025,11.7,0.02,,,24.6,,,243,3,,2015-10-06,"2015","10","RS-01"
20.5,7.01,2.02,494,13,177.25,41.53,127.98,0.51,0.1,0.022,2.24,2.89,27.94,0.34,1.26,25,8.37,2.08,7,358,0.1,12.88,0.5863,0.0025,7300,5e-04,0.05,0.05,0.299,0.175,1120,0.1,0.0025,35.7,0.02,46000,46000,27.1,,,358,2.89,,2015-10-06,"2015","10","RS-02"
24.5,7.18,1.91,686,9.1,228.04,57.05,139.01,0.59,0.1,690,3.07,3.54,47.99,0.19,4.56,31.9,8.37,1.86,13,464,0.1,4,0.825,0.0025,0.01,5e-04,0.05,0.05,0.561,0.215,1140,0.1,0.0025,62.3,310,4600,2400,30.4,,,477,3.61,,2015-10-06,"2015","10","RS-03"
26.3,7.58,2.96,1069,2.2,338.88,74.68,175.52,0.9,1.72,0.672,4.9,6.91,84.98,0.59,6.72,126.94,8.37,2.27,8,741,0.1,4.1,0.3894,0.0025,7900,5e-04,0.05,0.05,0.247,0.218,1020,0.1,0.0025,108.1,210,110000,110000,28.8,,,749,9.3,,2015-10-06,"2015","10","RS-04"
22.3,7.9,6.07,1318,11,423.84,102.57,215.84,0.86,0.32,0.523,22.09,25.76,87.08,0.33,14.1,189.69,8.37,2.41,11,826,0.1,3.54,0.4692,2500,114,1260,0.05,0.05,0.339,0.304,1060,0.1,0.0025,117.9,230,110000,110000,22.7,,,837,26.6,,2015-10-05,"2015","10","RS-05"
22.4,8,5.68,1010,4.8,293.47,71.7,173.92,0.86,7.95,0.932,2.3,4.9,80.52,0.26,16.68,108.17,8.37,2.32,10,710,0.1,2.36,0.3817,0.0025,8100,5e-04,0.05,0.05,0.26,0.126,74000,0.1,0.0025,98.6,570,110000,46000,23.1,,,720,13.78,,2015-10-05,"2015","10","RS-06"
24.2,7.9,6.11,983,23,270.03,77.18,138.81,0.97,1.72,0.747,8.33,11.58,89.23,0.95,41.88,126.59,8.37,2.22,49,625,0.5,15.92,1.815,3500,7500,4260,0.05,0.05,0.893,0.12,1510,0.1,0.0025,97.4,910,,110000,27.1,,,674,14.05,,2015-10-05,"2015","10","RS-07"
25.3,7.65,4.42,681,15,212.9,41.35,128.98,0.96,1.59,0.862,4.9,8.03,52.92,1.04,34.08,104.96,8.37,1.93,39,485,0.4,2,1.4729,3600,7400,1360,0.05,0.05,0.679,840,1150,0.1,0.0025,67,0.105,,46000,30.2,,,524,10.48,,2015-10-05,"2015","10","RS-08"
26.5,7.39,4.65,355,40,125.98,18.33,99.1,0.8,1.52,780,0.65,1.77,29.56,0.19,4.23,25,8.37,0.92,31,295,0.1,0.9,4.6112,0.0025,0.005,5e-04,0.05,0.05,1.859,0.102,75000,0.1,0.0025,24.7,0.02,2400,230,28.7,,,326,3.37,,2015-10-05,"2015","10","RS-09"
30.3,8.05,4.58,352,3.2,340.83,18.99,96.29,0.81,1.46,0.125,0.5,0.83,27.84,0.19,2.82,25,8.37,0.56,7,272,0.1,1.18,0.5588,3400,0.005,5e-04,0.05,0.05,0.173,0.05,75000,0.1,0.0025,26,0.02,40,3,29.2,,,272,2.41,,2015-10-05,"2015","10","RS-RS-010"
26.7,7.67,1.43,841,23,341.32,51.09,179.13,0.84,0.1,0.022,12.05,15.6,32.81,5.79,29.82,139.3,8.37,2.94,25,552,0.1,8,0.8734,0.0025,8800,5e-04,0.05,0.05,0.552,0.304,1220,0.1,0.0025,75.4,290,,,39.8,,,577,15.6,,2015-10-06,"2015","10","AA-0RS-01"
27.8,7.43,4.16,1096,13,363.29,72.49,206.62,0.98,3.32,0.828,7.09,8.39,75.8,0.52,17.28,100.21,8.37,1.94,18,747,0.1,5.52,0.5544,0.0025,8600,5e-04,0.05,0.05,0.225,0.221,1120,0.1,0.0025,109.5,0.02,,,34.7,,,765,12.54,,2015-10-06,"2015","10","AA-0RS-02"
22.4,7.22,1.58,329,13,135.75,16.79,103.91,0.34,0.24,0.167,0.53,2.95,11.64,0.5,10.08,25,8.37,0.7,16,270,0.1,7.68,0.8701,0.0025,0.005,78000,0.05,0.05,0.906,0.114,87000,0.1,0.0025,17.6,0.02,,1100000,24.6,,,286,3.36,,2015-10-06,"2015","10","RZ-0RS-01"
22.2,7.19,2.59,345,9.7,151.74,14.65,120.74,0.36,0.11,0.284,1.06,1.54,12.9,0.41,7.14,25,8.37,0.75,14,246,0.1,5.44,0.429,0.0025,0.005,5e-04,0.05,0.05,0.63,0.17,5e-04,0.1,0.0025,18.5,0.02,,,23.4,,,260,1.93,,2015-11-10,"2015","11","RS-01"
