"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO Turbiedad","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Temp. ambiente","Acidez total","Dureza de calcio","Sólidos totales","Nitrógeno total","Materia flotante","fecha","año","mes","est"
21.5,7.21,2.09,913,5.8,242.08,89.52,237.19,0.67,0.1,0.022,2.89,3.48,104.82,0.5,7.2,105.9,8.37,2.7,7,616,0.1,17.9,0.1166,0.0025,102,5e-04,0.05,0.05,0.13,0.239,5e-04,0.1,0.0025,82.1,0.02,210000,150000,27.5,,,616,3.48,,2015-11-10,"2015","11","RS-02"
24.4,7.3,2.44,916,5.7,292.73,76.84,198.57,0.67,0.1,0.022,3.48,4.31,87.92,0.59,7.26,26.5,8.37,2.86,10,643,0.1,4.54,0.2904,0.0025,6800,5e-04,0.05,0.05,0.314,0.353,5e-04,0.1,3800,103.4,220,240000,240000,30.3,,,653,4.31,,2015-11-10,"2015","11","RS-03"
25.7,7.67,3.67,1097,3.5,368.44,76.51,205.01,0.98,0.27,0.57,6.56,7.8,107,1.14,9,40.5,8.37,2.25,7,749,0.1,7.14,0.1562,0.0025,5600,5e-04,0.05,0.05,0.153,0.259,51000,0.1,0.0025,131.9,0.02,,1100000,30.6,,,756,8.64,,2015-11-10,"2015","11","RS-04"
21.1,7.63,3.27,931,9,320.74,63.49,183.36,0.82,0.1,0.022,8.15,9.1,71.12,0.52,7.98,140.95,8.37,3.09,19,581,0.1,3.68,0.01,0.0025,7300,5e-04,0.05,0.05,0.519,0.483,55000,0.1,0.0025,96.8,0.02,1100000,1100000,22.2,,,600,9.1,,2015-11-09,"2015","11","RS-05"
21,7.77,4.56,991,3.1,263.49,70.86,168.14,0.86,11.51,0.818,3.07,4.55,74.85,0.4,8.58,86,8.37,3.1,11,648,0.1,2.46,0.01,0.0025,6900,5e-04,0.05,0.05,0.146,0.151,62000,0.1,0.0025,100.1,0.02,240000,93000,22.7,,,659,16.88,,2015-11-09,"2015","11","RS-06"
24.7,7.79,4.87,1097,40,331.7,91.11,149.61,1.13,0.69,0.261,15.42,21.09,104.34,1.79,40.44,220.97,8.37,3.52,103,673,0.2,7.62,1.2903,2900,5900,6560,0.05,0.05,0.888,0.156,83000,0.1,0.0025,127.9,0.117,1.5e+07,1.5e+07,28.8,,,776,22.04,,2015-11-09,"2015","11","RS-07"
26.7,8.39,9.85,667,18,218.43,45.62,127.18,1.22,4.33,1.232,2.54,5.61,76.5,0.27,20.25,67,8.37,2.3,77,454,0.1,2.96,0.1298,4100,0.005,1740,0.05,0.05,0.452,0.105,64000,0.1,0.0025,80.6,260,460000,460000,32.6,,,531,11.17,,2015-11-09,"2015","11","RS-08"
26.5,7.8,5.41,487,17,147.58,27.29,145.51,0.9,4.87,0.271,0.94,1.36,45.63,0.19,5.31,25,8.37,1.08,12,341,0.1,7.92,0.8767,3300,0.005,5e-04,0.05,0.05,0.762,0.114,67000,0.1,0.0025,42.8,0.02,2400,930,29.6,,,353,6.5,,2015-11-09,"2015","11","RS-09"
25.7,7.77,6,472,15,140.98,23.88,118.99,0.82,1.33,0.224,0.5,1,38.63,0.19,5.79,25,8.37,0.94,16,331,0.1,7.12,0.6754,2700,0.005,5e-04,0.05,0.05,0.649,950,70000,0.1,0.0025,42.4,0.02,930,430,26.9,,,347,2.55,,2015-11-09,"2015","11","RS-RS-010"
26,7.52,0.25,1068,95,439.9,67.74,195.06,1.17,0.11,0.022,21.15,25.94,14.1,11.68,129.5,308.3,8.37,4.49,53,690,0.1,13,0.7018,0.0025,7700,5e-04,0.05,0.05,0.391,0.21,1220,0.1,0.0025,119.4,820,4.6e+07,1.5e+07,31.3,,,743,26.05,,2015-11-10,"2015","11","AA-0RS-01"
26,7.56,4.32,1108,11,368.85,78.93,212.03,1.12,4.75,0.71,7.5,8.98,90.68,0.83,16.11,110.28,8.37,2.59,17,744,0.1,17.94,0.3212,0.0025,0.005,74000,0.05,0.05,0.227,0.227,67000,0.1,0.0025,128.1,290,240000,240000,30.8,,,761,14.44,,2015-11-10,"2015","11","AA-0RS-02"
22.3,7.49,1.21,375,20,161.79,17.49,203.64,0.4,0.1,0.022,1.18,2.3,12.41,0.59,12.84,25,9.34,0.98,32,292,0.1,8.02,1.3024,0.0025,0.005,5e-04,0.05,0.05,1.212,0.188,5e-04,0.1,0.0025,22.5,0.02,1.1e+07,1.1e+07,23.3,,,324,2.3,,2015-11-10,"2015","11","RZ-0RS-01"
17,8.03,3.55,919,27,296.96,56.9,211.99,0.84,0.61,0.022,0.5,1.53,93.85,0.19,1.48,25.8,8.37,0.74,18,652,0.1,4.56,2.8336,7600,129,5e-04,0.05,0.05,2.105,700,60000,0.1,0.0025,108,380,4600,4600,13.3,,,670,41.87,1,2016-02-08,"2016","2","RS-01"
13.9,7.35,3.61,1022,3,331.92,71.91,287.29,0.88,0.1,0.022,0.5,1.35,97.54,0.19,2.16,25,8.37,1.26,7,677,0.1,2.5,0.1078,6000,0.005,5e-04,0.05,0.05,0.155,930,5e-04,0.1,0.0025,118.2,0.03,6400,6400,13.9,,,677,1.35,0,2016-02-08,"2016","2","RS-02"
14.3,7.43,3.94,1133,2.5,328.97,90.07,256.49,1.06,0.1,0.022,0.5,1.7,139.89,0.019,1.26,33.54,8.37,1.6,7,757,0.1,1.7,0.3179,6000,6500,5e-04,0.05,0.05,0.19,930,5e-04,0.1,0.0025,141.4,380,11000,11000,14.5,,,757,1.7,0,2016-02-08,"2016","2","RS-03"
21.1,7.52,3.34,1366,3.2,412.05,105.23,268.22,0.9,0.1,0.022,8.94,10.11,133.44,0.27,4.02,50.57,8.37,3.35,7,823,0.1,4.72,0.1122,5100,0.005,5e-04,0.05,0.05,0.19,0.146,5e-04,0.1,0.0025,165.6,320,11000,11000,18.8,,,823,10.11,0,2016-02-08,"2016","2","RS-04"
14.3,7.6,2.13,1253,5,375.52,99.37,251.13,0.99,7,0.287,4,6.06,144.02,0.25,1.26,107.65,8.37,3.3,7,817,0.1,1.96,0.3135,5500,0.005,53000,0.05,0.05,0.231,0.172,5e-04,0.1,0.0025,155.4,0.05,110000,110000,10.1,,,817,13.35,0,2016-02-08,"2016","2","RS-05"
12.9,8.18,8.3,1198,5.9,339.77,96.95,240,0.96,10.97,0.53,3.7,7.47,133.31,0.8,9.33,51.6,8.37,3.65,14,780,0.1,2.18,0.198,5300,0.005,5e-04,0.05,0.05,0.246,0.172,5e-04,0.1,0.0025,150.1,0.05,110000,110000,15.2,,,794,18.97,0,2016-02-08,"2016","2","RS-06"
19.1,7.91,5.47,1352,29,393.39,115.98,207.02,0.92,0.1,660,20.99,27.16,148.41,2.16,37.32,185.34,8.37,3.55,46,839,0.2,2.94,0.7733,5100,0.005,8020,0.05,0.05,0.399,0.123,61000,0.1,0.0025,162.2,0.124,110000,110000,19.7,,,885,27.23,0,2016-02-08,"2016","2","RS-07"
18.9,7.98,6.21,1169,16,353.52,91.13,214.77,1.85,0.37,0.338,17.7,21.11,126.09,0.34,19.44,131.89,8.37,3.81,36,725,0.1,2.34,0.5676,6500,0.005,6200,0.05,0.05,0.419,0.137,59000,0.1,0.0025,140.8,910,39000,39000,22.1,,,761,21.82,0,2016-02-08,"2016","2","RS-08"
21.2,7.54,5.83,909,3.2,265.53,67.45,202.26,4.98,0.1,260,5.94,7.06,90.67,0.19,7.23,12.6,8.75,2.08,9,561,0.1,1.14,0.2189,3000,0.005,1450,0.05,0.05,0.129,0.245,62000,0.1,0.0025,108.3,460,230,230,21.3,,,570,7.09,,2016-02-09,"2016","2","RS-09"
23.2,7.4,4.09,411,6.4,126.28,22.61,97.15,0.9,1.62,0.022,0.5,0.53,37.95,0.19,6.6,9.58,8.37,0.77,7,296,0.1,1.46,0.825,3100,0.005,85000,0.05,0.05,0.353,0.05,65000,0.1,0.0025,38.8,690,3,3,23.8,,,296,2.15,,2016-02-09,"2016","2","RS-RS-010"
20.5,7.67,0.78,1494,150,603.73,83.24,271.79,1.49,0.1,0.022,37.98,41.57,81.32,12.47,127,310.93,11.05,6.23,23,855,0.1,25.98,0.4257,3900,0.005,53000,0.05,0.05,0.251,0.364,5e-04,0.115,0.0025,155.2,730,1.1e+07,1.1e+07,28.5,,,878,41.57,1,2016-02-08,"2016","2","AA-0RS-01"
22.7,7.61,5.57,1514,10,433.85,114.43,285.9,0.93,6.38,1.277,11.17,14.05,159.3,0.19,9.72,106.19,8.37,4.49,29,952,0.1,7.26,0.3916,4800,0.005,54000,0.05,0.05,0.261,0.172,58000,0.1,0.0025,180.7,570,150000,43000,23.1,,,981,21.71,0,2016-02-08,"2016","2","AA-0RS-02"
16.8,8.07,3.11,917,34,306.97,55.69,199.08,0.9,0.45,0.022,0.5,1.82,90.67,0.19,1.7,25,8.37,0.79,42,587,0.1,5.08,3.5673,7000,0.01,5e-04,0.05,0.05,2.614,910,57000,0.1,0.0025,108.2,690,7500,4300,13.1,,,629,2.27,1,2016-02-08,"2016","2","RZ-0RS-01"
24.2,8.32,2.02,989,40,344.89,59.78,199.94,1.58,0.16,0.022,0.5,2.29,93.89,0.19,11.46,94.21,8.37,0.65,43,608,0.1,2.1,3.7411,3100,135,5e-04,0.05,0.05,3.036,770,74000,0.1,0.0025,114.4,0.02,11000,1500,27.1,,,651,2.45,0,2016-04-11,"2016","4","RS-01"
20.8,7.14,0.9,1071,2.9,351.63,71.72,215.27,1.37,0.1,0.022,0.5,1.38,111.52,0.19,4.95,94.21,8.37,1.26,7,711,0.1,8.29,506,0.0025,9800,5e-04,0.05,0.05,0.128,0.172,51000,0.1,0.0025,122.4,0.02,11000,4600,27.9,,,711,1.38,0,2016-04-11,"2016","4","RS-02"
25.1,7.09,0.89,1239,3.6,383.32,96.79,245.73,1.32,0.1,0.022,0.5,1.99,138.85,0.19,6.06,258.71,15.07,1.35,7,814,0.1,6.8,0.1045,0.0025,8800,5e-04,0.05,0.05,0.163,0.12,59000,0.1,0.0025,154.3,0.02,2400,2400,28.2,,,814,1.99,0,2016-04-11,"2016","4","RS-03"
25.2,7.47,1.57,1485,7.7,469.69,115.56,242.59,2.02,0.1,0.022,10.53,12.16,191.2,0.6,14.24,250.6,8.37,3.35,8,905,0.1,6.64,0.1386,0.0025,5100,5e-04,0.05,0.05,0.147,0.193,63000,0.1,0.0025,178.9,0.02,1500000,1500000,28.5,,,913,12.16,0,2016-04-11,"2016","4","RS-04"
23.3,7.58,0.89,1325,8.2,450.68,111.69,258.65,1.35,0.1,0.022,8.91,11.44,146.39,0.8,23.04,213.22,15.92,3.5,21,876,0.1,6.88,0.1298,0.0025,0.005,5e-04,0.05,0.05,0.182,0.286,5e-04,0.1,0.0025,174.7,250,1.1e+07,1.1e+07,16,,,897,11.44,0,2016-04-11,"2016","4","RS-05"
20.8,8.09,4.7,1338,5.5,437.01,113.17,274.71,1.17,5.21,0.61,7.46,10.71,144.72,0.65,26.94,276.39,27.76,3.55,10,929,0.1,2.18,0.1716,0.0025,0.005,5e-04,0.05,0.05,0.221,0.234,5e-04,0.1,0.0025,174.8,410,240000,240000,18,,,939,16.53,1,2016-04-11,"2016","4","RS-06"
24.5,7.88,5.25,1051,8.7,357.37,80.27,181.11,1.69,0.28,0.121,21.31,25.1,122.62,0.27,25.26,291.74,17.58,3.53,7,685,0.1,2.22,0.2849,0.0025,0.005,3100,0.05,0.05,0.268,0.131,62000,0.1,0.0025,129.2,670,1500000,750000,24.8,,,685,25.5,0,2016-04-11,"2016","4","RS-07"
27.6,7.99,6.8,1312,8.9,382.73,123.1,213.42,1.6,1.27,0.502,17.4,20.11,154.71,0.19,28.08,334.33,8.37,3.58,23,863,0.1,7.2,0.4653,0.0025,0.005,1790,0.05,0.05,0.358,0.116,51000,0.1,0.0025,166.4,560,46000,24000,34,,,886,21.88,0,2016-04-11,"2016","4","RS-08"
22.4,7.51,13.6,824,3.4,269.22,65.99,154.9,1.38,0.12,0.022,4.82,5.12,77.82,0.19,28.02,32.77,8.37,1.98,7,557,0.1,2.85,0.1177,3400,0.005,5e-04,0.05,0.05,0.139,0.189,5e-04,0.1,0.0025,104.5,0.02,230,90,36.2,,,557,5.24,,2016-04-12,"2016","4","RS-09"
28,8.77,10.23,372,3.9,146.59,21.82,107.82,1.25,0.3,0.022,0.5,2.23,70.34,0.19,8.13,25,8.37,0.61,10,249,0.1,1.7,0.1133,3500,0.005,5e-04,0.05,0.05,890,0.05,5e-04,0.1,0.0025,37.1,0.02,90,40,38,,,259,2.53,,2016-04-12,"2016","4","RS-RS-010"
27.8,8.01,0.03,1573,90,670.37,84.71,240.93,1.46,0.1,0.022,37.99,48.04,89.73,13.82,110.1,427.91,27.78,8.01,84,871,0.1,10.9,0.8778,0.0025,5100,5e-04,0.05,0.05,0.515,0.312,1020,0.1,0.0025,165.9,670,4600000,2400000,28.8,,,955,48.04,0,2016-04-11,"2016","4","AA-0RS-01"
25.9,7.72,0.92,1564,7.6,480.59,119.76,234.1,1.56,0.38,0.88,17.7,19.08,132.05,0.6,30.78,228.29,13.66,2.46,20,912,0.1,2.57,0.3949,0.0025,0.005,5e-04,0.05,0.05,0.268,0.183,6900,0.1,0.0025,183.7,410,930000,750000,30.3,,,932,20.34,0,2016-04-11,"2016","4","AA-0RS-02"
23.9,7.51,0.43,1013,220,348.85,63.65,232.62,1.52,0.18,0.022,0.54,7.1,104.24,0.19,43.68,372.29,8.84,1.02,365,780,7.5,14.27,16.5647,4700,213,5e-04,0.05,0.05,11.304,0.239,92000,0.1,0.0025,116.6,670,240000,240000,27.2,,,1145,7.28,1,2016-04-11,"2016","4","RZ-0RS-01"
26.1,7.94,0.89,1027,24.6,377.12,69.9,231.93,1.3,0.1,0.022,0.5,2.46,92.58,0.19,7.44,162.52,8.37,0.87,44,705,0.1,7.84,2.1329,9300,167,5e-04,0.05,0.05,1.313,0.121,5e-04,0.1,0.0025,124.1,0.02,43000,23000,27.1,,,749,2.46,0,2016-06-01,"2016","6","RS-01"
23.2,7.34,12.91,1135,2.9,417.53,89.61,260.52,1.41,0.1,0.022,0.66,3.11,90.5,0.19,3.24,168.9,8.37,1.68,7,797,0.1,14.62,0.01,8700,171,5e-04,0.05,0.05,670,0.164,5e-04,0.1,0.0025,136.3,390,11000,11000,44,,,797,3.11,0,2016-06-01,"2016","6","RS-02"
23.4,7.49,4.93,1256,6.5,442.57,110.64,263.38,1.29,0.1,0.022,0.5,3.65,103.06,0.19,9.48,196.13,8.37,1.94,14,867,0.1,11.32,0.01,7500,169,5e-04,0.05,0.05,750,0.298,5e-04,0.1,0.0025,160.4,0.02,4600,430,32.8,,,881,3.65,0,2016-06-01,"2016","6","RS-03"
26.9,7.85,3.82,1409,4.8,494.36,114.78,294.06,1.14,0.1,0.022,11.14,14.5,117.36,0.48,8.76,179.91,8.78,2.36,7,917,0.1,5.6,0.01,5700,9500,5e-04,0.05,0.05,830,0.201,5e-04,0.1,0.0025,175.5,0.02,150000,93000,38.2,,,927,14.5,0,2016-06-01,"2016","6","RS-04"
24.4,7.8,1.23,1498,4.4,512.95,124.66,274.62,1.19,0.1,0.022,12.1,16.3,136.78,0.52,6.78,44.2,8.37,3.46,7,983,0.1,2.58,0.1199,3300,7000,5e-04,0.05,650,0.763,0.3,1280,0.1,0.0025,181.9,0.02,460000,240000,21,,,983,16.3,,2016-06-02,"2016","6","RS-05"
23.6,8.26,4.46,1499,4.8,468.94,121.74,279.2,1.51,4.25,1,10.13,13.78,126.93,0.42,9.9,55.88,8.37,4.13,7,1009,0.1,2.26,0.1111,3700,8600,5e-04,0.05,0.05,0.199,0.174,1090,0.1,0.0025,183.8,0.02,430000,430000,25,,,1009,19.03,,2016-06-02,"2016","6","RS-06"
28.3,8.05,5.32,1138,4.9,354.74,80.21,197.25,1.98,0.23,950,14.86,18.15,113.9,0.45,8.85,60.45,8.37,3.08,11,730,0.1,2.66,0.1111,7700,6400,5e-04,0.05,0.05,0.195,640,1390,0.1,0.0025,138.9,0.02,460000,240000,30.5,,,741,18.47,,2016-06-02,"2016","6","RS-07"
30.1,8.13,6.66,1512,7,426.74,136.04,288.16,1.41,0.31,0.761,22.53,25.52,157.49,0.31,12.36,64.01,8.37,2.91,19,911,0.1,4,0.3465,5400,7800,5e-04,0.05,0.05,0.287,920,88000,0.1,0.0025,178.2,320,43000,43000,33.6,,,934,26.59,,2016-06-02,"2016","6","RS-08"
29.8,7.59,5.01,1230,7.7,325.33,90.08,211.16,0.87,0.35,520,6.05,8.87,105.57,0.19,4.92,50.29,8.37,2.64,13,737,0.1,1.07,0.1199,6600,6700,5e-04,0.05,0.05,0.497,0.18,1000,0.1,0.0025,139,0.02,230,40,31.6,,,750,9.27,,2016-06-03,"2016","6","RS-09"
29.7,8.47,6.31,626,3.6,181.26,43.04,129.97,0.8,0.71,0.115,0.5,1.8,57.66,0.19,2.73,68.07,8.37,0.98,7,399,0.1,0.84,814,6600,0.005,5e-04,0.05,0.321,1.356,530,1060,0.193,0.0025,65.7,0.02,930,40,30.5,,,399,2.62,,2016-06-03,"2016","6","RS-RS-010"
28.9,7.99,1.16,1259,30.1,582.76,70.47,237.27,1.03,0.1,0.022,35.11,40.74,44.68,14.56,53.1,265.09,11.7,6.16,33,775,0.1,8.26,858,4300,8900,5e-04,0.05,0.05,0.271,0.277,62000,0.1,0.0025,138.4,210,4600000,2400000,39.8,,,808,40.74,0,2016-06-01,"2016","6","AA-0RS-01"
27.3,7.82,3.92,1585,15.7,491.7,142.82,314.46,1.26,0.1,270,15.76,20.67,170.43,0.47,20.34,196.71,8.37,3.58,33,1039,0.1,4.08,0.3674,5600,7800,5e-04,0.05,0.05,0.315,0.16,69000,0.1,0.0025,199.2,310,2100000,2100000,36.4,,,1072,20.7,0,2016-06-01,"2016","6","AA-0RS-02"
25.6,7.79,0.44,1034,22.7,384.14,68.59,226.03,1.11,0.1,0.022,2.22,5.15,83.37,0.55,11.16,181.64,8.37,1.02,25,723,0.1,11.5,1.672,9500,193,5e-04,0.05,0.05,1.001,0.113,67000,0.1,0.0025,124.3,0.02,2400000,930000,29,,,748,5.15,1,2016-06-01,"2016","6","RZ-0RS-01"
22.5,7.26,3.11,288,240,91.47,9.16,98.59,0.27,2.52,0.241,1.14,3.23,67.04,0.19,5.34,39.73,8.37,1.14,206,304,0.3,1.56,21.725,0.0025,149,5e-04,0.05,0.05,13.409,0.219,90000,0.1,0.0025,11.9,0.02,460000,461000,26.9,,,510,5.99,1,2016-08-03,"2016","8","RS-01"
22.3,7.24,4.66,395,120,117.39,20.51,99.18,0.28,1.36,0.1,3.05,7.19,65.54,0.19,4.8,59.86,8.37,0.99,89,331,0.1,2.2,12.034,2900,178,5e-04,0.05,0.05,5.138,0.19,1550,0.1,0.0025,26.3,0.02,460000,460000,26.7,,,420,8.65,0,2016-08-03,"2016","8","RS-02"
23.4,7.37,5.08,433,180,115.42,25.79,100.36,0.3,1.43,0.209,2.52,4.67,69.32,0.19,6.42,47.47,8.37,1.22,175,352,0.1,2,18.238,3200,215,5e-04,0.05,0.05,6.65,0.163,1510,0.1,0.0025,34.6,0.02,150000,150000,28.2,,,527,6.81,0,2016-08-03,"2016","8","RS-03"
24.4,7.21,2.36,494,160,144.97,29.53,115.09,0.45,0.37,470,2.82,5.81,95.08,0.19,9.42,55.21,8.37,1.63,110,384,0.1,2.6,14.113,0.0025,207,5e-04,0.05,0.05,5.717,0.263,1530,0.1,0.0025,43.3,240,4600000,4600000,28.8,,,494,6.23,1,2016-08-03,"2016","8","RS-04"
22.6,7.51,2.76,521,110,157.04,30.28,115.29,0.45,0.69,0.375,3.29,5.93,112.04,0.19,56.76,5.91,8.37,1.54,94,397,0.1,2.22,8.8,3100,189,5e-04,0.05,0.05,4.302,0.168,5e-04,0.1,0.0025,43.9,0.02,240000,240000,20.8,,,491,6.99,,2016-08-05,"2016","8","RS-05"
22.5,8.01,7.55,475,120,131.23,26.82,119.41,0.39,3.14,0.647,1.44,4.67,106.72,0.19,10.56,56.76,8.37,1.39,113,405,0.2,1.15,10.769,2800,230,5e-04,0.05,0.05,5.203,0.212,5e-04,0.1,0.0025,38.2,0.02,460000,93000,22.8,,,518,8.46,,2016-08-05,"2016","8","RS-06"
25.4,8.05,6.78,527,75,143.3,31.02,116.46,0.54,5.85,0.815,1.44,3.41,99.56,0.19,12.09,51.08,8.37,1.45,91,387,0.2,0.67,5.566,3400,232,5e-04,0.05,0.05,3.498,0.139,5e-04,0.1,0.0025,46.5,0.02,1100000,460000,33.4,,,478,10.07,,2016-08-05,"2016","8","RS-07"
26.8,7.95,7.12,515,85,136.33,31.82,121.18,0.62,6.5,0.94,0.66,6.83,79.24,0.19,14.13,53.15,8.37,1.51,122,373,0.3,0.85,6.787,3300,245,5e-04,0.05,0.05,3.884,0.143,5e-04,0.1,0.0025,45.8,0.02,240000,240000,33.2,,,495,14.27,,2016-08-05,"2016","8","RS-08"
26.3,7.5,5.44,355,95,105.12,17.61,84.19,0.48,11.01,0.295,0.5,2.58,60.08,0.19,6.53,27.35,8.37,0.83,60,345,0.1,1.58,9.031,3800,145,5e-04,0.2,0.05,4.013,0.09,1170,0.1,0.0025,27.2,0.345,46000,4300,34.4,,,405,13.88,,2016-08-04,"2016","8","RS-09"
30.9,9.03,8.87,642,6.4,179.12,44.25,124.91,0.86,4.91,0.2,0.5,1.68,76.72,0.19,4.42,33.54,8.37,0.96,11,424,0.1,1.56,0.5291,5300,166,5e-04,0.05,0.05,0.163,0.05,1370,0.1,0.0025,66.7,0.02,430,430,30.5,,,435,6.79,,2016-08-04,"2016","8","RS-RS-010"
20.3,7.45,0.63,718,85,135.35,19.44,122.95,0.46,0.17,0.141,5.33,9.29,51.06,1.4,46.5,84.62,8.37,1.6,133,236,0.3,2.4,5.709,0.0025,250,5e-04,0.05,0.05,2.758,0.176,2130,0.1,0.0025,27.3,0.124,4.6e+07,4.6e+07,21.3,,,369,9.6,1,2016-08-03,"2016","8","AA-0RS-01"
25.8,7.37,2.33,743,55,230.36,42.42,161.05,0.6,0.54,0.112,7.01,9.95,90.72,1.12,40.8,112.34,8.37,1.94,68,449,0.5,6.15,2.915,0.0025,250,5e-04,0.05,0.05,1.148,0.285,2030,0.1,0.0025,67.4,890,4.6e+07,4.6e+07,30.7,,,517,10.6,0,2016-08-03,"2016","8","AA-0RS-02"
22.3,7.24,2.78,263,230,88.53,8.41,90.74,0.4,2.39,0.265,0.9,4.67,30.51,0.19,4.71,40.25,8.37,1.09,155,287,0.1,2.08,16.3075,0.0025,143,5e-04,0.05,0.05,11.801,0.183,86000,0.1,0.0025,10.2,250,1100000,1100000,26.8,,,442,7.32,0,2016-08-03,"2016","8","RZ-0RS-01"
19.7,7.18,1.3,373,24,131.65,16.2,111.52,0.27,0.48,0.628,0.5,2.15,45.02,0.19,17.97,26.46,8.37,0.62,26,285,0.1,26.9,1.7248,0.0025,0.005,5e-04,0.05,0.05,1.565,0.179,5e-04,0.1,0.0025,17.8,0.02,,,18.7,,,311,3.26,0,2016-10-11,"2016","10","RS-01"
21,6.96,1.2,407,21,132.78,19.87,103.88,0.27,0.1,0.022,0.5,2.2,91.04,0.19,24.9,58.32,8.37,0.95,14,308,0.1,7.56,2.0823,3100,0.005,5e-04,0.05,0.05,1.357,0.188,0.005,0.1,0.0025,30.5,0.02,,,21.6,,,322,2.2,0,2016-10-11,"2016","10","RS-02"
22.2,7.18,3.88,438,22,139.26,25.27,101.14,0.27,0.1,0.022,0.5,4.75,64.8,0.19,24.36,61.56,8.37,1.05,13,335,0.1,6.3,2.552,3300,7500,5e-04,0.05,0.05,1.461,0.177,5e-04,0.1,0.0025,38.7,0.02,,,25,,,348,4.75,0,2016-10-11,"2016","10","RS-03"
23.7,7.4,1.21,710,11,252.91,38.26,150.72,0.55,0.1,0.022,6.28,7.24,99.56,1.42,43.8,56.7,8.37,1.85,21,494,0.1,17.02,1.1484,3700,0.005,5e-04,0.05,0.05,0.652,0.251,5e-04,0.1,0.0025,67.8,250,,,27.8,,,515,7.24,0,2016-10-11,"2016","10","RS-04"
21.4,7.72,1.42,1002,14,349.69,58.88,190.32,0.9,0.13,0.562,14.14,14.99,104.7,0.8,10.86,51.91,8.37,3.12,21,631,0.1,5.15,1.7281,0.0025,6800,5e-04,0.05,0.05,0.942,0.311,98000,0.1,3000,89.5,0.02,460000,460000,16.8,,,652,15.68,,2016-10-18,"2016","10","RS-05"
22.2,8.22,6.89,920,10,314.31,55.85,183.06,0.63,3.79,0.975,8.2,11.25,100.5,0.56,10.41,48.89,8.37,2.62,24,595,0.2,4.89,1.9866,0.0025,0.005,5e-04,0.05,0.05,1.359,0.362,80000,0.1,0.0025,84,0.02,240000,240000,17.3,,,619,16.01,,2016-10-18,"2016","10","RS-06"
22.4,7.82,6.55,512,14,161.27,26.95,111.52,0.72,2.84,0.544,3.17,7.46,69.88,2.45,28.2,46.87,14.82,1.68,23,394,0.4,3.63,1.0637,0.0025,0.005,5e-04,0.05,0.05,0.494,0.138,0.00131,0.1,3100,41.3,340,1.1e+07,4600000,30.9,,,417,10.84,,2016-10-18,"2016","10","RS-07"
24.8,7.79,3.95,899,11,256.4,61.3,153.86,0.66,2.01,0.769,8.88,12.73,97.85,1.32,24.66,42.34,8.37,2.34,25,553,0.1,3.99,0.9911,0.0025,0.005,5e-04,0.05,0.05,0.492,0.141,1850,0.1,0.0028,82.8,290,1100000,460000,30.4,,,578,15.51,,2016-10-18,"2016","10","RS-08"
25.6,7.38,5.19,433,16,135.97,22.71,83.1,0.46,1.92,0.323,1.53,3.34,63.02,0.28,6.79,32.24,8.37,1,10,633,0.1,3.85,2.2462,0.0025,0.005,5e-04,0.05,0.05,0.883,570,5e-04,0.1,0.0025,31.9,0.02,230,230,28.2,,,643,5.58,,2016-10-19,"2016","10","RS-09"
29.1,9.16,9.1,373,3.9,129.9,18.38,94.86,0.54,0.55,0.022,0.5,2.2,65.5,0.19,6.57,32.76,8.37,0.39,7,574,0.1,3.55,0.506,0.0025,0.005,5e-04,0.05,0.05,0.127,0.05,7600,0.1,0.0025,28.8,0.02,3,3,28.4,,,574,2.75,,2016-10-19,"2016","10","RS-RS-010"
24.2,7.44,0.66,758,25,302.79,40.82,166.21,0.58,0.1,0.022,6.9,11.14,99.2,1.26,49.8,128.93,8.37,2.3,64,493,0.2,12.23,1.6181,0.0025,0.005,5e-04,0.05,0.05,0.943,0.246,5e-04,0.1,0.0025,71.3,280,,,29.5,,,557,11.14,0,2016-10-11,"2016","10","AA-0RS-01"
23.5,7.37,0.98,924,9.5,335.7,53.62,183.06,0.65,0.1,450,9.44,13.23,106.85,0.82,45.3,86.94,8.37,1.99,21,568,0.3,13.59,0.6974,3900,141,5e-04,0.05,0.05,0.359,0.287,5e-04,0.1,0.0025,86.6,230,,,27.9,,,589,13.27,0,2016-10-11,"2016","10","AA-0RS-02"
20.9,7.23,1.4,313,24,124.45,9.49,100.74,27,1.63,0.256,0.5,2.26,15.29,0.19,14.13,25,8.37,0.55,25,264,0.1,4.05,1.9558,0.0025,176,5e-04,0.05,0.05,1.841,0.202,5e-04,0.1,0.0025,16.5,0.02,,,18.4,,,289,4.15,0,2016-10-11,"2016","10","RZ-0RS-01"
